AwayTeam,AwayGoals,AwayShotsOnTarget,HomeTeam,HomeGoals,HomeShotsOnTarget,FullTimeResult,HomeTeamWinStreak,AwayTeamWinStreak,HomeTeamLossStreak,AwayTeamLossStreak
Cercle Brugge,1.0,,Beveren,1.0,,D,3,3,3,3
Lokeren,2.0,,Club Brugge,2.0,,D,21,4,21,4
FC Brussels,2.0,,Mouscron,2.0,,D,9,2,9,2
Gent,3.0,,Roeselare,1.0,,A,4,6,4,6
Waregem,2.0,,St Truiden,2.0,,D,5,6,5,6
Genk,1.0,,Germinal,2.0,,H,6,7,6,7
Charleroi,1.0,,Westerlo,0.0,,A,5,4,5,4
Anderlecht,1.0,,Cercle Brugge,0.0,,A,6,12,6,12
Roeselare,2.0,,FC Brussels,6.0,,H,3,1,3,1
Westerlo,1.0,,Genk,3.0,,H,8,3,8,3
St Truiden,0.0,,Lierse,0.0,,D,6,3,6,3
Mouscron,1.0,,Lokeren,1.0,,D,7,2,7,2
Bergen,0.0,,Standard,1.0,,H,12,3,12,3
Germinal,2.0,,Waregem,0.0,,A,9,3,9,3
Club Brugge,1.0,,Charleroi,1.0,,D,7,6,7,6
Beveren,1.0,,Gent,2.0,,H,12,2,12,2
Lierse,3.0,,Germinal,2.0,,A,6,3,6,3
Cercle Brugge,0.0,,Bergen,1.0,,H,7,3,7,3
Roeselare,2.0,,Beveren,2.0,,D,3,1,3,1
FC Brussels,0.0,,Lokeren,0.0,,D,7,2,7,2
Charleroi,1.0,,Mouscron,2.0,,H,9,4,9,4
Standard,3.0,,St Truiden,0.0,,A,5,6,5,6
Waregem,2.0,,Westerlo,4.0,,H,5,6,5,6
Gent,0.0,,Anderlecht,1.0,,H,15,6,15,6
Genk,1.0,,Club Brugge,0.0,,A,21,7,21,7
Germinal,2.0,,Standard,2.0,,D,12,3,12,3
St Truiden,1.0,,Cercle Brugge,0.0,,A,6,3,6,3
Lokeren,3.0,,Charleroi,4.0,,H,7,4,7,4
Beveren,0.0,,FC Brussels,2.0,,H,3,2,3,2
Bergen,1.0,,Gent,4.0,,H,12,3,12,3
Westerlo,1.0,,Lierse,1.0,,D,6,3,6,3
Club Brugge,1.0,,Waregem,2.0,,H,9,6,9,6
Mouscron,2.0,,Genk,3.0,,H,8,2,8,2
Anderlecht,5.0,,Roeselare,0.0,,A,4,12,4,12
Genk,1.0,,Lokeren,0.0,,A,7,7,7,7
Roeselare,1.0,,Bergen,6.0,,H,7,1,7,1
FC Brussels,0.0,,Charleroi,1.0,,H,7,2,7,2
Lierse,0.0,,Club Brugge,4.0,,H,21,3,21,3
Cercle Brugge,0.0,,Germinal,1.0,,H,6,3,6,3
Waregem,0.0,,Mouscron,3.0,,H,9,6,9,6
Gent,1.0,,St Truiden,0.0,,A,5,6,5,6
Beveren,1.0,,Anderlecht,8.0,,H,15,2,15,2
Standard,1.0,,Westerlo,1.0,,D,5,6,5,6
Westerlo,1.0,,Cercle Brugge,4.0,,H,6,3,6,3
FC Brussels,0.0,,Anderlecht,6.0,,H,15,2,15,2
Bergen,0.0,,Beveren,0.0,,D,3,3,3,3
Charleroi,2.0,,Genk,0.0,,A,8,4,8,4
Germinal,2.0,,Gent,1.0,,A,12,3,12,3
Mouscron,3.0,,Lierse,3.0,,D,6,2,6,2
St Truiden,2.0,,Roeselare,3.0,,H,4,3,4,3
Club Brugge,0.0,,Standard,1.0,,H,12,6,12,6
Lokeren,1.0,,Waregem,1.0,,D,9,4,9,4
Roeselare,0.0,,Germinal,3.0,,H,6,1,6,1
Anderlecht,1.0,,Bergen,3.0,,H,7,12,7,12
Waregem,1.0,,Charleroi,2.0,,H,7,6,7,6
Cercle Brugge,3.0,,Club Brugge,3.0,,D,21,3,21,3
Genk,1.0,,FC Brussels,3.0,,H,3,7,3,7
Lierse,4.0,,Lokeren,1.0,,A,7,3,7,3
Standard,0.0,,Mouscron,2.0,,H,9,6,9,6
Beveren,2.0,,St Truiden,3.0,,H,5,2,5,2
Gent,1.0,,Westerlo,1.0,,D,5,6,5,6
Lokeren,3.0,,Genk,2.0,,A,8,4,8,4
Mouscron,3.0,,Standard,0.0,,A,12,2,12,2
Bergen,0.0,,Beveren,3.0,,H,3,3,3,3
Antwerp,0.0,,Gent,0.0,,D,12,6,12,6
St Truiden,2.0,,Germinal,3.0,,H,6,3,6,3
Charleroi,0.0,,Mechelen,1.0,,H,6,4,6,4
Anderlecht,2.0,,Westerlo,0.0,,A,5,12,5,12
Club Brugge,2.0,,Louvieroise,1.0,,A,4,6,4,6
Mechelen,1.0,,Anderlecht,4.0,,H,15,5,15,5
Genk,4.0,,Antwerp,2.0,,A,8,7,8,7
Westerlo,1.0,,Bergen,2.0,,H,7,3,7,3
Beveren,0.0,,Club Brugge,3.0,,H,21,2,21,2
Louvieroise,1.0,,Lierse,1.0,,D,6,2,6,2
Germinal,1.0,,Lokeren,3.0,,H,7,3,7,3
Standard,3.0,,Charleroi,3.0,,D,7,6,7,6
Gent,1.0,,Mouscron,2.0,,H,9,6,9,6
Mouscron,1.0,,Antwerp,3.0,,H,8,2,8,2
Charleroi,1.0,,Gent,2.0,,H,12,4,12,4
Beveren,0.0,,Lierse,5.0,,H,6,2,6,2
Bergen,0.0,,Mechelen,0.0,,D,6,3,6,3
Anderlecht,2.0,,Standard,0.0,,A,12,12,12,12
Club Brugge,2.0,,Westerlo,0.0,,A,5,6,5,6
St Truiden,2.0,,Louvieroise,1.0,,A,4,3,4,3
Gent,2.0,,Anderlecht,2.0,,D,15,6,15,6
Standard,0.0,,Bergen,1.0,,H,7,6,7,6
Antwerp,1.0,,Charleroi,1.0,,D,7,6,7,6
Mechelen,0.0,,Club Brugge,4.0,,H,21,5,21,5
Westerlo,1.0,,Lierse,0.0,,A,6,3,6,3
Louvieroise,1.0,,Lokeren,1.0,,D,7,2,7,2
Beveren,1.0,,St Truiden,6.0,,H,5,2,5,2
Genk,3.0,,Mouscron,3.0,,D,9,7,9,7
Germinal,2.0,,Genk,5.0,,H,8,3,8,3
Club Brugge,2.0,,Standard,1.0,,A,12,6,12,6
Lokeren,1.0,,Beveren,0.0,,A,3,4,3,4
Bergen,1.0,,Gent,2.0,,H,12,3,12,3
Lierse,2.0,,Mechelen,0.0,,A,6,3,6,3
Charleroi,0.0,,Mouscron,6.0,,H,9,4,9,4
St Truiden,3.0,,Westerlo,0.0,,A,5,3,5,3
Anderlecht,1.0,,Antwerp,2.0,,H,8,12,8,12
Germinal,1.0,,Louvieroise,1.0,,D,4,3,4,3
Antwerp,0.0,,Bergen,3.0,,H,7,6,7,6
Genk,0.0,,Charleroi,0.0,,D,7,7,7,7
Gent,0.0,,Club Brugge,1.0,,H,21,6,21,6
Beveren,1.0,,Germinal,2.0,,H,6,2,6,2
Standard,0.0,,Lierse,2.0,,H,6,6,6,6
Mechelen,1.0,,St Truiden,5.0,,H,5,5,5,5
Westerlo,0.0,,Lokeren,4.0,,H,7,3,7,3
Mouscron,3.0,,Anderlecht,6.0,,H,15,2,15,2
Anderlecht,3.0,,Charleroi,1.0,,A,7,12,7,12
Club Brugge,2.0,,Antwerp,2.0,,D,8,6,8,6
Louvieroise,0.0,,Genk,1.0,,H,8,2,8,2
Lierse,3.0,,Gent,1.0,,A,12,3,12,3
Bergen,2.0,,Mouscron,3.0,,H,9,3,9,3
St Truiden,2.0,,Standard,2.0,,D,12,3,12,3
Germinal,1.0,,Westerlo,2.0,,H,5,3,5,3
Lokeren,3.0,,Mechelen,2.0,,A,6,4,6,4
Beveren,1.0,,Louvieroise,2.0,,H,4,2,4,2
Charleroi,1.0,,Bergen,4.0,,H,7,4,7,4
Mechelen,2.0,,Germinal,2.0,,D,6,5,6,5
Antwerp,1.0,,Lierse,3.0,,H,6,6,6,6
Standard,3.0,,Lokeren,3.0,,D,7,6,7,6
Gent,4.0,,St Truiden,6.0,,H,5,6,5,6
Genk,1.0,,Anderlecht,1.0,,D,15,7,15,7
Mouscron,0.0,,Club Brugge,5.0,,H,21,2,21,2
Bergen,1.0,,Anderlecht,2.0,,H,15,3,15,3
St Truiden,3.0,,Antwerp,1.0,,A,8,3,8,3
Club Brugge,3.0,,Charleroi,2.0,,A,7,6,7,6
Beveren,0.0,,Genk,4.0,,H,8,2,8,2
Lokeren,3.0,,Gent,2.0,,A,12,4,12,4
Germinal,1.0,,Standard,2.0,,H,12,3,12,3
Lierse,1.0,,Mouscron,1.0,,D,9,3,9,3
Louvieroise,3.0,,Westerlo,0.0,,A,5,2,5,2
Genk,2.0,,Bergen,1.0,,A,7,7,7,7
Westerlo,1.0,,Beveren,2.0,,H,3,3,3,3
Gent,1.0,,Germinal,2.0,,H,6,6,6,6
Charleroi,1.0,,Lierse,2.0,,H,6,4,6,4
Antwerp,1.0,,Lokeren,2.0,,H,7,6,7,6
Mechelen,1.0,,Louvieroise,1.0,,D,4,5,4,5
Club Brugge,2.0,,Bergen,1.0,,A,7,6,7,6
St Truiden,2.0,,Charleroi,2.0,,D,7,3,7,3
Lokeren,1.0,,Mouscron,1.0,,D,9,4,9,4
Louvieroise,0.0,,Standard,1.0,,H,12,2,12,2
Germinal,3.0,,Antwerp,5.0,,H,8,3,8,3
Westerlo,1.0,,Genk,1.0,,D,8,3,8,3
Beveren,2.0,,Mechelen,0.0,,A,6,2,6,2
Lierse,2.0,,Anderlecht,1.0,,A,15,3,15,3
Anderlecht,1.0,,St Truiden,3.0,,H,5,12,5,12
Genk,0.0,,Club Brugge,4.0,,H,21,7,21,7
Mouscron,2.0,,Germinal,0.0,,A,6,2,6,2
Charleroi,1.0,,Lokeren,4.0,,H,7,4,7,4
Gent,1.0,,Louvieroise,0.0,,A,4,6,4,6
Mechelen,0.0,,Westerlo,2.0,,H,5,5,5,5
Standard,3.0,,Beveren,1.0,,A,3,6,3,6
Bergen,1.0,,Lierse,1.0,,D,6,3,6,3
Mouscron,2.0,,St Truiden,2.0,,D,5,2,5,2
Lokeren,0.0,,Anderlecht,2.0,,H,15,4,15,4
Louvieroise,1.0,,Antwerp,2.0,,H,8,2,8,2
St Truiden,0.0,,Bergen,3.0,,H,7,3,7,3
Germinal,6.0,,Charleroi,1.0,,A,7,3,7,3
Lierse,0.0,,Club Brugge,3.0,,H,21,3,21,3
Mechelen,0.0,,Genk,9.0,,H,8,5,8,5
Westerlo,0.0,,Standard,3.0,,H,12,3,12,3
Beveren,1.0,,Gent,2.0,,H,12,2,12,2
Antwerp,1.0,,Beveren,3.0,,H,3,6,3,6
Bergen,0.0,,Lokeren,4.0,,H,7,3,7,3
Mouscron,0.0,,Louvieroise,2.0,,H,4,2,4,2
Standard,1.0,,Mechelen,1.0,,D,6,6,6,6
Gent,0.0,,Westerlo,1.0,,H,5,6,5,6
Anderlecht,2.0,,Germinal,1.0,,A,6,12,6,12
Genk,1.0,,Lierse,1.0,,D,6,7,6,7
Club Brugge,2.0,,St Truiden,5.0,,H,5,6,5,6
Anderlecht,3.0,,Cercle Brugge,0.0,,A,6,12,6,12
Standard,3.0,,Dender,1.0,,A,2,6,2,6
Kortrijk,2.0,,Roeselare,2.0,,D,4,3,4,3
Mouscron,2.0,,Tubize,1.0,,A,2,2,2,2
Lokeren,0.0,,Waregem,0.0,,D,9,4,9,4
Charleroi,0.0,,Westerlo,1.0,,H,5,4,5,4
Germinal,1.0,,Genk,1.0,,D,8,3,8,3
Bergen,0.0,,Gent,5.0,,H,12,3,12,3
Gent,2.0,,Anderlecht,2.0,,D,15,6,15,6
Roeselare,0.0,,Charleroi,1.0,,H,7,1,7,1
Dender,1.0,,Germinal,1.0,,D,6,2,6,2
Cercle Brugge,1.0,,Kortrijk,2.0,,H,5,3,5,3
Tubize,1.0,,Lokeren,4.0,,H,7,1,7,1
Mechelen,1.0,,Mouscron,3.0,,H,9,5,9,5
Westerlo,0.0,,Standard,3.0,,H,12,3,12,3
Genk,1.0,,Bergen,3.0,,H,7,7,7,7
Club Brugge,4.0,,Tubize,1.0,,A,2,6,2,6
Kortrijk,0.0,,Anderlecht,4.0,,H,15,3,15,3
Bergen,1.0,,Cercle Brugge,2.0,,H,6,3,6,3
Mouscron,2.0,,Dender,1.0,,A,2,2,2,2
Lokeren,0.0,,Genk,1.0,,H,8,4,8,4
Waregem,2.0,,Mechelen,0.0,,A,6,6,6,6
Germinal,0.0,,Westerlo,1.0,,H,5,3,5,3
Charleroi,0.0,,Gent,2.0,,H,12,4,12,4
Standard,1.0,,Roeselare,1.0,,D,4,6,4,6
Anderlecht,2.0,,Bergen,1.0,,A,7,12,7,12
Dender,1.0,,Club Brugge,1.0,,D,21,2,21,2
Roeselare,0.0,,Germinal,3.0,,H,6,1,6,1
Westerlo,1.0,,Lokeren,1.0,,D,7,3,7,3
Tubize,0.0,,Mechelen,0.0,,D,6,1,6,1
Gent,2.0,,Mouscron,4.0,,H,9,6,9,6
Kortrijk,0.0,,Standard,2.0,,H,12,3,12,3
Cercle Brugge,2.0,,Charleroi,3.0,,H,7,3,7,3
Genk,3.0,,Waregem,1.0,,A,9,7,9,7
Charleroi,0.0,,Anderlecht,2.0,,H,15,4,15,4
Germinal,0.0,,Cercle Brugge,1.0,,H,6,3,6,3
Waregem,0.0,,Dender,2.0,,H,2,6,2,6
Mechelen,2.0,,Gent,1.0,,A,12,5,12,5
Bergen,0.0,,Kortrijk,1.0,,H,5,3,5,3
Lokeren,1.0,,Roeselare,0.0,,A,4,4,4,4
Mouscron,0.0,,Westerlo,0.0,,D,5,2,5,2
Club Brugge,1.0,,Genk,0.0,,A,8,6,8,6
Standard,1.0,,Tubize,0.0,,A,2,6,2,6
Club Brugge,1.0,,Mechelen,1.0,,D,6,6,6,6
Anderlecht,1.0,,Standard,2.0,,H,12,12,12,12
Roeselare,0.0,,Bergen,2.0,,H,7,1,7,1
Kortrijk,2.0,,Charleroi,1.0,,A,7,3,7,3
Westerlo,0.0,,Club Brugge,2.0,,H,21,3,21,3
Cercle Brugge,1.0,,Lokeren,1.0,,D,7,3,7,3
Tubize,0.0,,Waregem,1.0,,H,9,1,9,1
Gent,2.0,,Germinal,2.0,,D,6,6,6,6
Genk,2.0,,Mouscron,1.0,,A,9,7,9,7
Dender,1.0,,Mechelen,4.0,,H,6,2,6,2
Mouscron,1.0,,Anderlecht,2.0,,H,15,2,15,2
Charleroi,1.0,,Bergen,1.0,,D,7,4,7,4
Mechelen,1.0,,Genk,2.0,,H,8,5,8,5
Lokeren,1.0,,Gent,1.0,,D,12,4,12,4
Germinal,0.0,,Kortrijk,0.0,,D,5,3,5,3
Dender,1.0,,Tubize,2.0,,H,2,2,2,2
Waregem,2.0,,Westerlo,3.0,,H,5,6,5,6
Standard,1.0,,Cercle Brugge,4.0,,H,6,6,6,6
Club Brugge,1.0,,Roeselare,0.0,,A,4,6,4,6
Genk,4.0,,Dender,2.0,,A,2,7,2,7
Charleroi,2.0,,Germinal,1.0,,A,6,4,6,4
Kortrijk,0.0,,Lokeren,2.0,,H,7,3,7,3
Westerlo,3.0,,Mechelen,1.0,,A,6,3,6,3
Roeselare,0.0,,Mouscron,2.0,,H,9,1,9,1
Bergen,1.0,,Standard,2.0,,H,12,3,12,3
Gent,1.0,,Tubize,0.0,,A,2,6,2,6
Cercle Brugge,1.0,,Club Brugge,3.0,,H,21,3,21,3
Anderlecht,0.0,,Waregem,4.0,,H,9,12,9,12
Mouscron,2.0,,Kortrijk,2.0,,D,5,2,5,2
Mechelen,1.0,,Anderlecht,7.0,,H,15,5,15,5
Germinal,0.0,,Bergen,0.0,,D,7,3,7,3
Dender,2.0,,Cercle Brugge,1.0,,A,6,2,6,2
Lokeren,1.0,,Charleroi,1.0,,D,7,4,7,4
Waregem,3.0,,Roeselare,0.0,,A,4,6,4,6
Tubize,1.0,,Westerlo,4.0,,H,5,1,5,1
Standard,0.0,,Genk,0.0,,D,8,6,8,6
Club Brugge,0.0,,Gent,3.0,,H,12,6,12,6
Waregem,0.0,,Club Brugge,2.0,,H,21,6,21,6
Charleroi,2.0,,Standard,1.0,,A,12,4,12,4
Kortrijk,1.0,,Club Brugge,4.0,,H,21,3,21,3
Westerlo,2.0,,Dender,2.0,,D,2,3,2,3
Bergen,0.0,,Lokeren,0.0,,D,7,3,7,3
Roeselare,2.0,,Mechelen,1.0,,A,6,1,6,1
Cercle Brugge,1.0,,Mouscron,0.0,,A,9,3,9,3
Genk,3.0,,Tubize,1.0,,A,2,7,2,7
Anderlecht,3.0,,Germinal,1.0,,A,6,12,6,12
Gent,2.0,,Waregem,0.0,,A,9,6,9,6
Waregem,0.0,,Cercle Brugge,2.0,,H,6,6,6,6
Lokeren,3.0,,Anderlecht,2.0,,A,15,4,15,4
Mouscron,0.0,,Bergen,0.0,,D,7,2,7,2
Dender,1.0,,Gent,1.0,,D,12,2,12,2
Mechelen,0.0,,Kortrijk,0.0,,D,5,5,5,5
Tubize,2.0,,Roeselare,1.0,,A,4,1,4,1
Genk,0.0,,Westerlo,1.0,,H,5,7,5,7
Club Brugge,2.0,,Charleroi,2.0,,D,7,6,7,6
Standard,3.0,,Germinal,1.0,,A,6,6,6,6
Gent,2.0,,Westerlo,3.0,,H,5,6,5,6
Kortrijk,0.0,,Dender,1.0,,H,2,3,2,3
Roeselare,1.0,,Genk,1.0,,D,8,1,8,1
Bergen,0.0,,Mechelen,0.0,,D,6,3,6,3
Charleroi,1.0,,Mouscron,2.0,,H,9,4,9,4
Cercle Brugge,0.0,,Tubize,3.0,,H,2,3,2,3
Germinal,2.0,,Waregem,2.0,,D,9,3,9,3
Anderlecht,1.0,,Club Brugge,1.0,,D,21,12,21,12
Standard,1.0,,Lokeren,1.0,,D,7,6,7,6
Westerlo,0.0,,Anderlecht,2.0,,H,15,3,15,3
Club Brugge,2.0,,Bergen,1.0,,A,7,6,7,6
Mechelen,1.0,,Cercle Brugge,2.0,,H,6,5,6,5
Tubize,2.0,,Charleroi,3.0,,H,7,1,7,1
Lokeren,2.0,,Germinal,0.0,,A,6,4,6,4
Dender,2.0,,Roeselare,2.0,,D,4,2,4,2
Mouscron,1.0,,Standard,3.0,,H,12,2,12,2
Genk,3.0,,Gent,2.0,,A,12,7,12,7
Anderlecht,2.0,,Dender,0.0,,A,2,12,2,12
Cercle Brugge,2.0,,Genk,3.0,,H,8,3,8,3
Roeselare,0.0,,Gent,4.0,,H,12,1,12,1
Lokeren,0.0,,Mouscron,2.0,,H,9,4,9,4
Kortrijk,3.0,,Tubize,3.0,,D,2,3,2,3
Charleroi,2.0,,Waregem,4.0,,H,9,4,9,4
Bergen,1.0,,Westerlo,2.0,,H,5,3,5,3
Germinal,0.0,,Club Brugge,3.0,,H,21,3,21,3
Standard,0.0,,Mechelen,0.0,,D,6,6,6,6
Gent,1.0,,Cercle Brugge,3.0,,H,6,6,6,6
Tubize,1.0,,Anderlecht,5.0,,H,15,1,15,1
Dender,2.0,,Bergen,5.0,,H,7,2,7,2
Mechelen,2.0,,Charleroi,1.0,,A,7,5,7,5
Mouscron,0.0,,Germinal,3.0,,H,6,2,6,2
Westerlo,0.0,,Roeselare,1.0,,H,4,3,4,3
Waregem,2.0,,Standard,1.0,,A,12,6,12,6
Genk,1.0,,Kortrijk,3.0,,H,5,7,5,7
Club Brugge,0.0,,Lokeren,2.0,,H,7,6,7,6
Germinal,1.0,,Mechelen,2.0,,H,6,3,6,3
Lokeren,1.0,,Dender,1.0,,D,2,4,2,4
Charleroi,0.0,,Genk,1.0,,H,8,4,8,4
Kortrijk,1.0,,Gent,1.0,,D,12,3,12,3
Bergen,1.0,,Tubize,2.0,,H,2,3,2,3
Mouscron,1.0,,Waregem,2.0,,H,9,2,9,2
Cercle Brugge,2.0,,Westerlo,1.0,,A,5,3,5,3
Standard,4.0,,Club Brugge,1.0,,A,21,6,21,6
Anderlecht,3.0,,Roeselare,0.0,,A,4,12,4,12
Waregem,0.0,,Kortrijk,1.0,,H,5,6,5,6
Genk,0.0,,Anderlecht,2.0,,H,15,7,15,7
Waregem,2.0,,Bergen,2.0,,D,7,6,7,6
Roeselare,3.0,,Cercle Brugge,4.0,,H,6,1,6,1
Dender,0.0,,Charleroi,2.0,,H,7,2,7,2
Tubize,0.0,,Germinal,2.0,,H,6,1,6,1
Mechelen,2.0,,Lokeren,2.0,,D,7,5,7,5
Club Brugge,1.0,,Mouscron,5.0,,H,9,6,9,6
Westerlo,0.0,,Kortrijk,0.0,,D,5,3,5,3
Gent,1.0,,Standard,2.0,,H,12,6,12,6
Cercle Brugge,2.0,,Anderlecht,1.0,,A,15,3,15,3
Gent,2.0,,Bergen,1.0,,A,7,6,7,6
Mechelen,0.0,,Club Brugge,3.0,,H,21,5,21,5
Roeselare,1.0,,Kortrijk,2.0,,H,5,1,5,1
Waregem,1.0,,Lokeren,2.0,,H,7,6,7,6
Tubize,1.0,,Mouscron,1.0,,D,9,1,9,1
Dender,2.0,,Standard,3.0,,H,12,2,12,2
Westerlo,2.0,,Charleroi,1.0,,A,7,3,7,3
Genk,1.0,,Germinal,4.0,,H,6,7,6,7
Kortrijk,1.0,,Cercle Brugge,0.0,,A,6,3,6,3
Germinal,1.0,,Dender,0.0,,A,2,3,2,3
Bergen,0.0,,Genk,2.0,,H,8,3,8,3
Mouscron,2.0,,Mechelen,2.0,,D,6,2,6,2
Charleroi,1.0,,Roeselare,3.0,,H,4,4,4,4
Lokeren,1.0,,Tubize,2.0,,H,2,4,2,4
Club Brugge,1.0,,Waregem,3.0,,H,9,6,9,6
Standard,1.0,,Westerlo,0.0,,A,5,6,5,6
Cercle Brugge,1.0,,Bergen,1.0,,D,7,3,7,3
Tubize,1.0,,Club Brugge,3.0,,H,21,1,21,1
Westerlo,1.0,,Germinal,2.0,,H,6,3,6,3
Anderlecht,3.0,,Kortrijk,1.0,,A,5,12,5,12
Dender,2.0,,Mouscron,0.0,,A,9,2,9,2
Roeselare,0.0,,Standard,3.0,,H,12,1,12,1
Mechelen,1.0,,Waregem,1.0,,D,9,5,9,5
Gent,5.0,,Charleroi,2.0,,A,7,6,7,6
Genk,2.0,,Lokeren,1.0,,A,7,7,7,7
Standard,2.0,,Kortrijk,0.0,,A,5,6,5,6
Bergen,2.0,,Anderlecht,3.0,,H,15,3,15,3
Club Brugge,2.0,,Dender,0.0,,A,2,6,2,6
Waregem,2.0,,Genk,1.0,,A,8,6,8,6
Mouscron,0.0,,Gent,2.0,,H,12,2,12,2
Germinal,2.0,,Roeselare,2.0,,D,4,3,4,3
Mechelen,5.0,,Tubize,1.0,,A,2,5,2,5
Charleroi,2.0,,Cercle Brugge,2.0,,D,6,4,6,4
Lokeren,0.0,,Westerlo,1.0,,H,5,4,5,4
Kortrijk,1.0,,Bergen,1.0,,D,7,3,7,3
Cercle Brugge,1.0,,Germinal,1.0,,D,6,3,6,3
Roeselare,1.0,,Lokeren,2.0,,H,7,1,7,1
Gent,3.0,,Mechelen,3.0,,D,6,6,6,6
Westerlo,0.0,,Mouscron,0.0,,D,9,3,9,3
Tubize,0.0,,Standard,4.0,,H,12,1,12,1
Dender,0.0,,Waregem,1.0,,H,9,2,9,2
Anderlecht,1.0,,Charleroi,0.0,,A,7,12,7,12
Genk,2.0,,Club Brugge,0.0,,A,21,7,21,7
Anderlecht,2.0,,Gent,1.0,,A,12,12,12,12
Mouscron,1.0,,Genk,1.0,,D,8,2,8,2
Lokeren,0.0,,Cercle Brugge,0.0,,D,6,4,6,4
Mechelen,2.0,,Dender,1.0,,A,2,5,2,5
Germinal,3.0,,Gent,1.0,,A,12,3,12,3
Charleroi,1.0,,Kortrijk,1.0,,D,5,4,5,4
Bergen,2.0,,Roeselare,3.0,,H,4,3,4,3
Waregem,6.0,,Tubize,0.0,,A,2,6,2,6
Standard,2.0,,Anderlecht,4.0,,H,15,6,15,6
Club Brugge,1.0,,Westerlo,1.0,,D,5,6,5,6
Genk,1.0,,Mechelen,2.0,,H,6,7,6,7
Bergen,0.0,,Charleroi,3.0,,H,7,3,7,3
Roeselare,1.0,,Club Brugge,2.0,,H,21,1,21,1
Tubize,0.0,,Dender,4.0,,H,2,1,2,1
Kortrijk,0.0,,Germinal,3.0,,H,6,3,6,3
Anderlecht,1.0,,Mouscron,1.0,,D,9,12,9,12
Westerlo,1.0,,Waregem,1.0,,D,9,3,9,3
Gent,1.0,,Lokeren,0.0,,A,7,6,7,6
Cercle Brugge,0.0,,Standard,4.0,,H,12,3,12,3
Standard,1.0,,Bergen,0.0,,A,7,6,7,6
Waregem,0.0,,Anderlecht,2.0,,H,15,6,15,6
Germinal,0.0,,Charleroi,0.0,,D,7,3,7,3
Dender,3.0,,Genk,4.0,,H,8,2,8,2
Tubize,0.0,,Gent,2.0,,H,12,1,12,1
Lokeren,3.0,,Kortrijk,2.0,,A,5,4,5,4
Mouscron,0.0,,Roeselare,2.0,,H,4,2,4,2
Club Brugge,3.0,,Cercle Brugge,1.0,,A,6,6,6,6
Mechelen,1.0,,Westerlo,0.0,,A,5,5,5,5
Anderlecht,1.0,,Mechelen,2.0,,H,6,12,6,12
Cercle Brugge,0.0,,Dender,1.0,,H,2,3,2,3
Bergen,0.0,,Germinal,2.0,,H,6,3,6,3
Charleroi,0.0,,Lokeren,0.0,,D,7,4,7,4
Kortrijk,0.0,,Mouscron,1.0,,H,9,3,9,3
Westerlo,2.0,,Tubize,1.0,,A,2,3,2,3
Roeselare,0.0,,Waregem,0.0,,D,9,1,9,1
Gent,4.0,,Club Brugge,1.0,,A,21,6,21,6
Genk,0.0,,Standard,2.0,,H,12,7,12,7
Club Brugge,3.0,,Kortrijk,2.0,,A,5,6,5,6
Germinal,0.0,,Anderlecht,2.0,,H,15,3,15,3
Lokeren,2.0,,Bergen,0.0,,A,7,4,7,4
Mouscron,1.0,,Cercle Brugge,0.0,,A,6,2,6,2
Tubize,0.0,,Genk,3.0,,H,8,1,8,1
Mechelen,0.0,,Roeselare,1.0,,H,4,5,4,5
Dender,1.0,,Westerlo,3.0,,H,5,2,5,2
Standard,0.0,,Charleroi,1.0,,H,7,6,7,6
Waregem,0.0,,Gent,1.0,,H,12,6,12,6
Charleroi,1.0,,Club Brugge,2.0,,H,21,4,21,4
Gent,1.0,,Dender,1.0,,D,2,6,2,6
Westerlo,4.0,,Genk,1.0,,A,8,3,8,3
Kortrijk,1.0,,Mechelen,1.0,,D,6,3,6,3
Bergen,2.0,,Mouscron,3.0,,H,9,3,9,3
Roeselare,1.0,,Tubize,0.0,,A,2,1,2,1
Cercle Brugge,1.0,,Waregem,3.0,,H,9,3,9,3
Anderlecht,0.0,,Lokeren,0.0,,D,7,12,7,12
Germinal,1.0,,Standard,3.0,,H,12,3,12,3
Genk,0.0,,Roeselare,1.0,,H,4,7,4,7
Mechelen,1.0,,Bergen,0.0,,A,7,5,7,5
Tubize,1.0,,Cercle Brugge,4.0,,H,6,1,6,1
Mouscron,0.0,,Charleroi,1.0,,H,7,2,7,2
Waregem,2.0,,Germinal,1.0,,A,6,6,6,6
Dender,2.0,,Kortrijk,1.0,,A,5,2,5,2
Lokeren,0.0,,Standard,1.0,,H,12,4,12,4
Club Brugge,0.0,,Anderlecht,1.0,,H,15,6,15,6
Westerlo,0.0,,Gent,2.0,,H,12,3,12,3
Gent,2.0,,Genk,2.0,,D,8,6,8,6
Bergen,2.0,,Club Brugge,3.0,,H,21,3,21,3
Germinal,0.0,,Lokeren,1.0,,H,7,3,7,3
Cercle Brugge,1.0,,Mechelen,0.0,,A,6,3,6,3
Standard,3.0,,Mouscron,0.0,,A,9,6,9,6
Charleroi,1.0,,Tubize,3.0,,H,2,4,2,4
Kortrijk,1.0,,Waregem,5.0,,H,9,3,9,3
Roeselare,1.0,,Dender,3.0,,H,2,1,2,1
Anderlecht,1.0,,Westerlo,0.0,,A,5,12,5,12
Club Brugge,0.0,,Germinal,2.0,,H,6,6,6,6
